index,Debtor Name,Industry Division,Industry Group,Cause,Date Filed,Disposition,363sale,Duration,Inc. State,District Filed,City Filed,Forum Shopping,Filing Party,Plan Type,Employees,Business Survival,Refiled,Headquarters City,Date Disposed,Asset Size,Employee Size,Annual Sales,Assets (millions),Chapter at Filing,Debtor's Attorney
638,Lear Corporation,D: Manufacturing,37 Transportation Equipment,Not tort,2009-07-07,confirmed,no 363 sale,121.0,DE,NY SD,New York,Forum Shop,debtors,prenegotiated,80000.0,Company emerged,"emerged 5 years, did not refile",MI Detroit,2009-11-05,b $1 billion but less than $10 billion,"a 30,000 and over",16410224777.0,8311.0,Chapter 11,Kirkland Ellis
639,"Leasing Solutions, Inc.",I: Services,73 Business Services,Not tort,1999-11-17,confirmed,no 363 sale,259.0,CA,CA ND,San Jose,Filed at headquarters,debtors,free fall,266.0,company did not emerge,not emerged 5 years,CA San Jose,2000-08-02,b $1 billion but less than $10 billion,"d 200 but less than 1,000",463764439.0,1156.0,Chapter 11,Stutman Treister
640,"Lee Enterprises, Incorporated",D: Manufacturing,"27 Printing, Publishing, And Allied Industries",Not tort,2011-12-12,confirmed,no 363 sale,42.0,DE,DE,Wilmington,Forum Shop,debtors,prepackaged,6200.0,Company emerged,"emerged 5 years, did not refile",IA Davenport,2012-01-23,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",872706553.0,1337.0,Chapter 11,Sidley Austin
641,Legacy Reserves Inc.,B: Mining,13 Oil And Gas Extraction,Not tort,2019-06-18,confirmed,no 363 sale,150.0,DE,TX SD,Houston,Forum Shop,debtors,prenegotiated,337.0,Company emerged,not emerged 5 years,TX Midland,2019-11-15,b $1 billion but less than $10 billion,"d 200 but less than 1,000",564242880.0,1500.0,Chapter 11,Sidley Austin
642,Lehman Brothers Holdings Inc.,"H: Finance, Insurance, And Real Estate","62 Security And Commodity Brokers, Dealers, Exchanges, And Services",Not tort,2008-09-15,confirmed,363 sale,1177.0,DE,NY SD,New York,Filed at headquarters,debtors,free fall,28556.0,company did not emerge,not emerged 5 years,NY New York,2011-12-06,a $10 billion and over,"b 10,000 but less than 30,000",70241075969.0,822687.0,Chapter 11,Weil Gotshal
643,"Leiner Health Products, Inc. (2002)",D: Manufacturing,28 Chemicals and Allied Products,Not tort,2002-02-28,confirmed,no 363 sale,46.0,DE,DE,Wilmington,Forum Shop,debtors,prepackaged,3362.0,Company emerged,"emerged 5 years, did not refile",CA Los Angeles,2002-04-15,c $500 million but less than $1billion,"c 1,000 but less than 10,000",896716172.0,596.0,Chapter 11,Levene Neale
644,"Leiner Health Products, Inc. (2008)",D: Manufacturing,28 Chemicals and Allied Products,Other products,2008-03-10,confirmed,363 sale,219.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,2538.0,company did not emerge,not emerged 5 years,CA Los Angeles,2008-10-15,d Less than $500 million,"c 1,000 but less than 10,000",897001695.0,462.0,Chapter 11,Kirkland Ellis
645,Leisure Technology Inc.,"H: Finance, Insurance, And Real Estate",65 Real Estate,Not tort,1991-04-26,confirmed,no 363 sale,651.0,DE,CA CD,Los Angeles,Filed at headquarters,debtors,free fall,256.0,Company emerged,"emerged 5 years, did not refile",CA Los Angeles,1993-02-05,d Less than $500 million,"d 200 but less than 1,000",353335293.0,421.0,Chapter 11,Stutman Treister
646,"Lenox Group, Inc.",D: Manufacturing,"27 Printing, Publishing, And Allied Industries",Not tort,2008-11-23,confirmed,363 sale,388.0,DE,NY SD,New York,Forum Shop,debtors,free fall,2157.0,Company emerged,"emerged 5 years, did not refile",MN Minneapolis,2009-12-16,d Less than $500 million,"c 1,000 but less than 10,000",554445398.0,432.0,Chapter 11,Weil Gotshal
647,Lernout & Hauspie Speech Products NV,I: Services,73 Business Services,Fraud,2000-11-29,confirmed,no 363 sale,912.0,Belgium,DE,Wilmington,Forum Shop,debtors,free fall,5000.0,company did not emerge,not emerged 5 years,MA Boston,2003-05-30,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",515018888.0,1038.0,Chapter 11,Milbank Tweed
648,"Leslie Fay Companies, Inc.",D: Manufacturing,23 Apparel And Other Finished Products Made From Fabrics And Similar Materi,Fraud,1993-04-05,confirmed,no 363 sale,1477.0,DE,NY SD,New York,Filed at headquarters,debtors,free fall,4200.0,Company emerged,"emerged 5 years, refiled",NY New York,1997-04-21,c $500 million but less than $1billion,"c 1,000 but less than 10,000",1396554866.0,811.0,Chapter 11,Weil Gotshal
649,Levitz Furniture Incorporated,G: Retail Trade,"57 Home Furniture, Furnishings, and Equipment Stores",Not tort,1997-09-05,confirmed,no 363 sale,1196.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,5018.0,Company emerged,"emerged 5 years, refiled",FL West Palm Beach,2000-12-14,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",1562286534.0,1510.0,Chapter 11,Skadden Arps
650,Libbey Inc.,D: Manufacturing,"32 Stone, Clay, Glass, And Concrete Products",Not tort,2020-06-01,confirmed,no 363 sale,141.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,5872.0,Company emerged,not emerged 5 years,OH Toledo,2020-10-20,c $500 million but less than $1billion,"c 1,000 but less than 10,000",793759801.0,714.0,Chapter 11,Latham Watkins
651,Liberate Technologies,I: Services,73 Business Services,Not tort,2004-04-30,dismissed,no 363 sale,131.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,268.0,not classified,not classified,CA San Francisco,2004-09-08,d Less than $500 million,"d 200 but less than 1,000",38400518.0,423.0,Chapter 11,Gibson Dunn
652,"LifeCare Holdings, Inc.",I: Services,80 Health Services,Not tort,2012-12-11,dismissed,363 sale,409.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,4500.0,Company emerged,"emerged 5 years, did not refile",TX Plano,2014-01-24,c $500 million but less than $1billion,"c 1,000 but less than 10,000",471265297.0,581.0,Chapter 11,Skadden Arps
653,Linens Holding Co.,G: Retail Trade,"57 Home Furniture, Furnishings, and Equipment Stores",Not tort,2008-05-02,confirmed converted,363 sale,406.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,17500.0,company did not emerge,not emerged 5 years,NJ Newark,2009-06-12,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",3360879427.0,2093.0,Chapter 11,Gardere Wynne
654,"Linn Energy, LLC",B: Mining,13 Oil And Gas Extraction,Not tort,2016-05-11,confirmed,no 363 sale,261.0,DE,TX SD,Victoria,Forum Shop,debtors,prenegotiated,1760.0,Company emerged,not emerged 5 years,TX Houston,2017-01-27,a $10 billion and over,"c 1,000 but less than 10,000",3126323384.0,10818.0,Chapter 11,Kirkland Ellis
655,Lionel Corp. (1982),D: Manufacturing,36 Electronic And Other Electrical Equipment And Components,Not tort,1982-02-19,confirmed,no 363 sale,1301.0,NY,NY SD,New York,Filed at headquarters,debtors,free fall,5000.0,Company emerged,"emerged 5 years, did not refile",NY New York,1985-09-12,c $500 million but less than $1billion,"c 1,000 but less than 10,000",932394305.0,610.0,Chapter 11,Angel Frankel
656,Lionel Corp. (1991),G: Retail Trade,59 Miscellaneous Retail,Not tort,1991-06-14,confirmed,no 363 sale,1277.0,NY,NY SD,New York,Filed at headquarters,debtors,free fall,2800.0,company did not emerge,not emerged 5 years,NY New York,1994-12-12,d Less than $500 million,"c 1,000 but less than 10,000",816685583.0,457.0,Chapter 11,Angel Frankel
657,Live Entertainment Inc.,I: Services,73 Business Services,Not tort,1993-02-02,confirmed,no 363 sale,43.0,DE,CA CD,Los Angeles,Filed at headquarters,debtors,prepackaged,1472.0,Company emerged,"emerged 5 years, did not refile",CA Los Angeles,1993-03-17,c $500 million but less than $1billion,"c 1,000 but less than 10,000",350416710.0,541.0,Chapter 11,Sidley Austin
658,"Local Insight Regatta Holdings, Inc.",D: Manufacturing,"27 Printing, Publishing, And Allied Industries",Not tort,2010-11-17,confirmed,no 363 sale,351.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,1050.0,Company emerged,"emerged 5 years, did not refile",CO Denver,2011-11-03,c $500 million but less than $1billion,"c 1,000 but less than 10,000",688166920.0,968.0,Chapter 11,Kirkland Ellis
659,LodgeNet Interactive Corporation,"E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,2013-01-27,confirmed,no 363 sale,39.0,DE,NY SD,New York,Forum Shop,debtors,prepackaged,84.0,Company emerged,"emerged 5 years, did not refile",SD Sioux Falls,2013-03-07,d Less than $500 million,e Less than 200,412542721.0,308.0,Chapter 11,Weil Gotshal
660,"Lodgian, Inc.",I: Services,"70 Hotels, Rooming Houses, Camps, and Other Lodging Places",Not tort,2001-12-20,confirmed,no 363 sale,320.0,DE,NY SD,New York,Forum Shop,debtors,free fall,9400.0,Company emerged,"emerged 5 years, did not refile",GA Atlanta,2002-11-05,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",856302010.0,1716.0,Chapter 11,Cadwalader Wickersham
661,"Loewen Group, Inc.",I: Services,72 Personal Services,Not tort,1999-06-01,confirmed,no 363 sale,918.0,Canada,DE,Wilmington,Forum Shop,debtors,free fall,16700.0,Company emerged,"emerged 5 years, did not refile",Outside United States,2001-12-05,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",1780742569.0,7325.0,Chapter 11,Jones Day
662,Loews Cineplex Entertainment Corp,I: Services,78 Motion Pictures,Not tort,2001-02-15,confirmed,no 363 sale,379.0,DE,NY SD,New York,Filed at headquarters,debtors,free fall,16300.0,Company emerged,"emerged 5 years, did not refile",NY New York,2002-03-01,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",1378560867.0,2826.0,Chapter 11,Fried Frank
663,Logix Communications Enterprises Inc.,"E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,2002-02-28,confirmed,no 363 sale,410.0,OK,TX SD,Houston,Forum Shop,debtors,free fall,565.0,company did not emerge,not emerged 5 years,OK Oklahoma City,2003-04-14,d Less than $500 million,"d 200 but less than 1,000",142765391.0,371.0,Chapter 11,Winstead Sechrest
664,Lomas Financial Corp. (1989),"H: Finance, Insurance, And Real Estate",61 Non-depository Credit Institutions,Not tort,1989-09-24,confirmed,no 363 sale,827.0,DE,NY SD,New York,Forum Shop,debtors,free fall,4016.0,Company emerged,"emerged 5 years, refiled",TX Dallas,1991-12-30,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",671116470.0,8597.0,Chapter 11,Davis Polk
665,Lomas Financial Corp. (1995),"H: Finance, Insurance, And Real Estate",61 Non-depository Credit Institutions,Not tort,1995-10-10,confirmed,363 sale,360.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,1223.0,Company emerged,"emerged 5 years, did not refile",TX Dallas,1996-10-04,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",376597614.0,1961.0,Chapter 11,Davis Polk
666,Lone Star Industries Inc.,D: Manufacturing,"32 Stone, Clay, Glass, And Concrete Products",Other products,1990-12-10,confirmed,no 363 sale,1165.0,DE,NY SD,White Plains,Forum Shop,debtors,free fall,2200.0,Company emerged,"emerged 5 years, did not refile",CT Bridgeport,1994-02-17,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",657116721.0,2231.0,Chapter 11,Proskauer Rose
667,Lonestar Resources US Inc.,B: Mining,13 Oil And Gas Extraction,Not tort,2020-09-30,confirmed,no 363 sale,43.0,DE,TX SD,Houston,Forum Shop,debtors,prepackaged,84.0,Company emerged,not emerged 5 years,TX Fort Worth,2020-11-12,c $500 million but less than $1billion,e Less than 200,195297457.0,721.0,Chapter 11,Latham Watkins
668,Loral Space & Communications Ltd.,D: Manufacturing,36 Electronic And Other Electrical Equipment And Components,Not tort,2003-07-15,confirmed,no 363 sale,748.0,Bermuda,NY SD,New York,Filed at headquarters,debtors,free fall,2800.0,Company emerged,"emerged 5 years, did not refile",NY New York,2005-08-01,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",1555797463.0,3814.0,Chapter 11,Weil Gotshal
669,"LRI Holdings, Inc.",G: Retail Trade,58 Eating and Drinking Places,Not tort,2016-08-08,confirmed,no 363 sale,93.0,DE,DE,Wilmington,Forum Shop,debtors,prenegotiated,14885.0,Company emerged,not emerged 5 years,TN Nashville,2016-11-09,d Less than $500 million,"b 10,000 but less than 30,000",664364488.0,421.0,Chapter 11,Young Conaway
670,"LSC Communications, Inc.",D: Manufacturing,"27 Printing, Publishing, And Allied Industries",Not tort,2020-04-13,pending,case pending,,DE,NY SD,New York,Forum Shop,debtors,free fall,20000.0,case pending,not emerged 5 years,IL Chicago,,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",3378992562.0,1675.0,Chapter 11,Sullivan Cromwell
671,LTV Corp. (1986),D: Manufacturing,33 Primary Metal Industries,Pension,1986-07-17,confirmed,no 363 sale,2506.0,DE,NY SD,New York,Forum Shop,debtors,free fall,56800.0,Company emerged,"emerged 5 years, did not refile",TX Dallas,1993-05-27,a $10 billion and over,"a 30,000 and over",19502961016.0,15002.0,Chapter 11,Levin Weintraub
672,LTV Corp. (2000),D: Manufacturing,33 Primary Metal Industries,Not tort,2000-12-29,confirmed,no 363 sale,1083.0,DE,OH ND,Youngstown,Forum Shop,debtors,free fall,17900.0,Company emerged,"emerged 5 years, did not refile",OH Cleveland,2003-12-17,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",7386084575.0,9133.0,Chapter 11,Jones Day
673,"Luminent Mortgage Capital, Inc.","H: Finance, Insurance, And Real Estate",67 Holding And Other Investment Offices,Not tort,2008-09-05,confirmed,no 363 sale,298.0,MD,MD,Baltimore,Forum Shop,debtors,prenegotiated,26.0,Company emerged,"emerged 5 years, did not refile",PA Philadelphia,2009-06-30,b $1 billion but less than $10 billion,e Less than 200,620087642.0,5621.0,Chapter 11,Hunton Williams
674,Lyondell Chemical Company,D: Manufacturing,28 Chemicals and Allied Products,Not tort,2009-01-06,confirmed,no 363 sale,472.0,DE,NY SD,New York,Forum Shop,debtors,free fall,7340.0,Company emerged,"emerged 5 years, did not refile",TX Houston,2010-04-23,a $10 billion and over,"c 1,000 but less than 10,000",62565583344.0,33701.0,Chapter 11,Cadwalader Wickersham
675,Magellan Health Services Inc.,I: Services,80 Health Services,Not tort,2003-03-11,confirmed,no 363 sale,211.0,DE,NY SD,New York,Forum Shop,debtors,prenegotiated,5800.0,Company emerged,"emerged 5 years, did not refile",MD Baltimore,2003-10-08,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",2478968673.0,1420.0,Chapter 11,Weil Gotshal
676,Magna Entertainment Corp.,I: Services,79 Amusement And Recreation Services,Not tort,2009-03-05,confirmed,no 363 sale,420.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,5300.0,Company emerged,"emerged 5 years, did not refile",Outside United States,2010-04-29,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",730523641.0,1522.0,Chapter 11,Weil Gotshal
677,MagnaChip Semiconductor LLC,D: Manufacturing,36 Electronic And Other Electrical Equipment And Components,Not tort,2009-06-12,confirmed,no 363 sale,105.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,3605.0,Company emerged,"emerged 5 years, did not refile",Outside United States,2009-09-25,c $500 million but less than $1billion,"c 1,000 but less than 10,000",726554607.0,855.0,Chapter 11,Pachulski Stang
678,Magnum Hunter Resources Corporation,B: Mining,13 Oil And Gas Extraction,Not tort,2015-12-15,confirmed,no 363 sale,125.0,DE,DE,Wilmington,Forum Shop,debtors,prenegotiated,440.0,Company emerged,not emerged 5 years,TX Dallas,2016-04-18,b $1 billion but less than $10 billion,"d 200 but less than 1,000",431106633.0,1839.0,Chapter 11,Kirkland Ellis
679,Majestic Capital Ltd.,"H: Finance, Insurance, And Real Estate",63 Insurance Carriers,Not tort,2011-04-29,confirmed,no 363 sale,364.0,Bermuda,NY SD,Poughkeepsie,Forum Shop,debtors,free fall,153.0,company did not emerge,not emerged 5 years,Outside United States,2012-04-27,c $500 million but less than $1billion,e Less than 200,71571111.0,505.0,Chapter 11,Murphy King
680,"Majestic Star Casino, LLC",I: Services,79 Amusement And Recreation Services,Not tort,2009-11-23,confirmed,no 363 sale,472.0,IN,DE,Wilmington,Forum Shop,debtors,free fall,2700.0,Company emerged,"emerged 5 years, did not refile",NV Las Vegas,2011-03-10,d Less than $500 million,"c 1,000 but less than 10,000",398566164.0,486.0,Chapter 11,Kirkland Ellis
681,Mallinckrodt plc,D: Manufacturing,28 Chemicals and Allied Products,fraud,2020-10-12,pending,case pending,,Ireland,DE,Wilmington,Forum Shop,debtors,prenegotiated,3400.0,case pending,not emerged 5 years,Outside United States,,a $10 billion and over,"c 1,000 but less than 10,000",3163544499.0,10342.0,Chapter 11,Latham Watkins
682,Manville Corp.,D: Manufacturing,"32 Stone, Clay, Glass, And Concrete Products",Asbestos,1982-08-26,confirmed,no 363 sale,1579.0,DE,NY SD,New York,Forum Shop,debtors,free fall,27000.0,Company emerged,"emerged 5 years, did not refile",CO Denver,1986-12-22,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",5390193502.0,6126.0,Chapter 11,Levin Weintraub
683,"marchFIRST, Inc.",I: Services,"87 Engineering, Accounting, Research, Management, and Related Services",Not tort,2001-04-12,converted,no 363 sale,13.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,8900.0,company did not emerge,not emerged 5 years,IL Chicago,2001-04-25,c $500 million but less than $1billion,"c 1,000 but less than 10,000",708241911.0,742.0,Chapter 11,Saul Ewing
684,"Mariner Post-Acute Network, Inc.",I: Services,80 Health Services,Not tort,2000-01-18,confirmed,no 363 sale,806.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,54000.0,Company emerged,"emerged 5 years, did not refile",GA Atlanta,2002-04-03,b $1 billion but less than $10 billion,"a 30,000 and over",3506800965.0,1967.0,Chapter 11,Stutman Treister
685,Marion Corp.,B: Mining,13 Oil And Gas Extraction,Not tort,1983-03-04,confirmed,no 363 sale,1060.0,NV,TX SD,Houston,Forum Shop,creditors,free fall,381.0,company did not emerge,not emerged 5 years,AL Mobile,1986-01-27,d Less than $500 million,"d 200 but less than 1,000",1017652496.0,437.0,Chapter 11,Rochelle King
